id,create_time,update_time,attr_value,product_spu_attr_id
627,9/16/2023,9/16/2023,9876,954
628,6/1/2023,6/1/2023,MNBV,749
629,7/6/2023,7/6/2023,ASDF,330
630,12/9/2023,12/9/2023,QWERTY,956
631,6/9/2023,6/9/2023,UIOP,752
632,10/22/2023,10/22/2023,ZXCV,614
633,3/30/2023,3/30/2023,9876,952
634,6/3/2023,6/3/2023,MNBV,878
635,9/24/2023,9/24/2023,1234,126
636,6/8/2023,6/8/2023,9876,739
637,8/24/2023,8/24/2023,WXYZ,988
638,2/19/2023,2/19/2023,1234,353
639,2/20/2023,2/20/2023,QWERTY,623
640,6/16/2023,6/16/2023,5678,11
641,2/28/2023,2/28/2023,UIOP,624
642,7/20/2023,7/20/2023,ASDF,240
643,5/10/2023,5/10/2023,1234,5
644,11/8/2023,11/8/2023,POIU,651
645,6/7/2023,6/7/2023,ABCD,902
646,5/4/2023,5/4/2023,5678,233
647,8/18/2023,8/18/2023,LKJH,625
648,10/6/2023,10/6/2023,1234,508
649,3/2/2023,3/2/2023,0987,943
650,8/19/2023,8/19/2023,ZXCV,276
651,10/19/2023,10/19/2023,0987,227
652,7/26/2023,7/26/2023,5432,64
653,2/20/2023,2/20/2023,0987,826
654,6/2/2023,6/2/2023,1234,747
655,10/29/2023,10/29/2023,ABCD,145
656,12/2/2023,12/2/2023,5432,590
657,1/3/2023,1/3/2023,ASDF,888
658,3/4/2023,3/4/2023,QWER,318
659,1/19/2023,1/19/2023,LKJH,82
660,9/25/2023,9/25/2023,QWERTY,771
661,8/7/2023,8/7/2023,QWERTY,956
662,10/23/2023,10/23/2023,0987,649
663,4/18/2023,4/18/2023,1234,587
664,6/8/2023,6/8/2023,1234,371
665,3/30/2023,3/30/2023,POIU,368
666,11/20/2023,11/20/2023,ASDF,575
667,9/13/2023,9/13/2023,ZXCV,791
668,7/14/2023,7/14/2023,1234,380
669,4/11/2023,4/11/2023,1234,644
670,10/30/2023,10/30/2023,UIOP,355
671,5/15/2023,5/15/2023,5678,687
672,12/26/2023,12/26/2023,1234,618
673,7/14/2023,7/14/2023,LKJH,99
674,1/26/2023,1/26/2023,ABCD,324
675,6/7/2023,6/7/2023,POIU,913
676,5/16/2023,5/16/2023,LKJH,739
677,5/28/2023,5/28/2023,WXYZ,351
678,1/2/2023,1/2/2023,POIU,245
679,7/19/2023,7/19/2023,9876,286
680,5/11/2023,5/11/2023,QWERTY,988
681,6/29/2023,6/29/2023,5678,853
682,10/24/2023,10/24/2023,ASDF,934
683,9/29/2023,9/29/2023,9876,72
684,12/18/2023,12/18/2023,ASDF,161
685,7/28/2023,7/28/2023,1234,134
686,2/3/2023,2/3/2023,ASDF,634
687,3/18/2023,3/18/2023,ZXCV,2
688,7/11/2023,7/11/2023,POIU,550
689,8/19/2023,8/19/2023,5678,994
690,1/18/2023,1/18/2023,5432,979
691,9/5/2023,9/5/2023,5432,325
692,2/19/2023,2/19/2023,ABCD,620
693,11/30/2023,11/30/2023,QWERTY,919
694,9/18/2023,9/18/2023,5678,659
695,6/15/2023,6/15/2023,ASDF,561
696,5/2/2023,5/2/2023,POIU,635
697,12/6/2023,12/6/2023,ZXCV,702
698,6/19/2023,6/19/2023,5678,407
699,1/29/2023,1/29/2023,ASDF,340
700,7/3/2023,7/3/2023,ASDF,415
701,1/19/2023,1/19/2023,ZXCV,399
702,10/31/2023,10/31/2023,ABCD,582
703,1/27/2023,1/27/2023,0987,12
704,2/10/2023,2/10/2023,ABCD,329
705,4/20/2023,4/20/2023,QWERTY,595
706,11/24/2023,11/24/2023,WXYZ,274
707,8/9/2023,8/9/2023,POIU,553
708,10/29/2023,10/29/2023,LKJH,8
709,10/20/2023,10/20/2023,LKJH,531
710,8/31/2023,8/31/2023,LKJH,697
711,1/14/2023,1/14/2023,QWERTY,10
712,8/10/2023,8/10/2023,1234,827
713,1/14/2023,1/14/2023,QWERTY,818
714,12/22/2023,12/22/2023,QWER,315
715,6/29/2023,6/29/2023,5678,262
716,8/4/2023,8/4/2023,UIOP,173
717,1/8/2023,1/8/2023,5432,824
718,11/23/2023,11/23/2023,0987,604
719,7/10/2023,7/10/2023,QWERTY,125
720,7/11/2023,7/11/2023,0987,611
721,5/28/2023,5/28/2023,LKJH,909
722,5/17/2023,5/17/2023,QWERTY,755
723,2/27/2023,2/27/2023,0987,399
724,3/14/2023,3/14/2023,UIOP,432
725,10/16/2023,10/16/2023,9876,316
726,8/3/2023,8/3/2023,POIU,22
727,4/2/2023,4/2/2023,ZXCV,834
728,3/25/2023,3/25/2023,1234,704
729,8/4/2023,8/4/2023,5678,338
730,4/5/2023,4/5/2023,ZXCV,336
731,12/21/2023,12/21/2023,5432,607
732,7/15/2023,7/15/2023,WXYZ,716
733,1/4/2023,1/4/2023,5678,442
734,8/22/2023,8/22/2023,ABCD,271
735,11/5/2023,11/5/2023,MNBV,460
736,9/12/2023,9/12/2023,UIOP,941
737,4/9/2023,4/9/2023,5678,37
738,10/20/2023,10/20/2023,5678,463
739,1/13/2023,1/13/2023,UIOP,159
740,10/25/2023,10/25/2023,ASDF,754
741,10/22/2023,10/22/2023,5432,92
742,7/9/2023,7/9/2023,1234,562
743,1/27/2023,1/27/2023,QWER,616
744,9/16/2023,9/16/2023,0987,571
745,4/8/2023,4/8/2023,ABCD,770
746,1/20/2023,1/20/2023,5432,634
747,6/15/2023,6/15/2023,WXYZ,604
748,8/26/2023,8/26/2023,POIU,258
749,4/10/2023,4/10/2023,5432,665
750,3/1/2023,3/1/2023,POIU,629
751,6/30/2023,6/30/2023,QWER,573
752,5/18/2023,5/18/2023,9876,204
753,11/23/2023,11/23/2023,UIOP,191
754,1/16/2023,1/16/2023,5678,444
755,12/19/2023,12/19/2023,ABCD,293
756,5/2/2023,5/2/2023,LKJH,372
757,7/27/2023,7/27/2023,UIOP,33
758,2/2/2023,2/2/2023,WXYZ,367
759,8/3/2023,8/3/2023,UIOP,551
760,2/3/2023,2/3/2023,LKJH,723
761,11/8/2023,11/8/2023,ASDF,940
762,11/19/2023,11/19/2023,POIU,179
763,7/17/2023,7/17/2023,WXYZ,781
764,12/26/2023,12/26/2023,5432,227
765,4/20/2023,4/20/2023,QWERTY,561
766,3/12/2023,3/12/2023,ABCD,484
767,1/21/2023,1/21/2023,WXYZ,489
768,1/28/2023,1/28/2023,UIOP,918
769,10/31/2023,10/31/2023,UIOP,672
770,2/27/2023,2/27/2023,WXYZ,571
771,7/25/2023,7/25/2023,5678,703
772,7/22/2023,7/22/2023,5678,884
773,12/2/2023,12/2/2023,UIOP,160
774,5/29/2023,5/29/2023,WXYZ,135
775,5/12/2023,5/12/2023,1234,96
776,4/17/2023,4/17/2023,9876,600
777,11/20/2023,11/20/2023,0987,88
778,10/6/2023,10/6/2023,POIU,293
779,6/5/2023,6/5/2023,ZXCV,590
780,5/31/2023,5/31/2023,ZXCV,250
781,8/15/2023,8/15/2023,ZXCV,472
782,5/26/2023,5/26/2023,ABCD,545
783,2/13/2023,2/13/2023,5432,507
784,2/23/2023,2/23/2023,1234,179
785,4/9/2023,4/9/2023,0987,170
786,10/10/2023,10/10/2023,0987,175
787,10/5/2023,10/5/2023,9876,920
788,8/6/2023,8/6/2023,0987,537
789,2/16/2023,2/16/2023,0987,198
790,8/1/2023,8/1/2023,QWER,324
791,11/27/2023,11/27/2023,QWER,202
792,4/15/2023,4/15/2023,ZXCV,385
793,6/18/2023,6/18/2023,POIU,4
794,6/24/2023,6/24/2023,LKJH,981
795,4/27/2023,4/27/2023,ASDF,662
796,3/31/2023,3/31/2023,1234,399
797,7/20/2023,7/20/2023,0987,614
798,3/30/2023,3/30/2023,9876,66
799,7/16/2023,7/16/2023,ZXCV,470
800,9/4/2023,9/4/2023,QWERTY,394
801,5/16/2023,5/16/2023,ASDF,646
802,1/21/2023,1/21/2023,POIU,465
803,6/22/2023,6/22/2023,5432,956
804,9/3/2023,9/3/2023,MNBV,268
805,9/15/2023,9/15/2023,ZXCV,366
806,3/26/2023,3/26/2023,1234,924
807,4/29/2023,4/29/2023,0987,353
808,2/28/2023,2/28/2023,UIOP,951
809,12/2/2023,12/2/2023,0987,983
810,9/26/2023,9/26/2023,QWERTY,683
811,3/7/2023,3/7/2023,POIU,807
812,6/15/2023,6/15/2023,0987,32
813,9/2/2023,9/2/2023,POIU,714
814,2/1/2023,2/1/2023,POIU,75
815,12/11/2023,12/11/2023,5432,774
816,4/17/2023,4/17/2023,POIU,840
817,10/9/2023,10/9/2023,QWERTY,158
818,7/26/2023,7/26/2023,ABCD,50
819,5/18/2023,5/18/2023,5432,37
820,2/3/2023,2/3/2023,POIU,729
821,11/28/2023,11/28/2023,5432,972
822,2/18/2023,2/18/2023,LKJH,9
823,5/24/2023,5/24/2023,ZXCV,810
824,3/18/2023,3/18/2023,ASDF,636
825,6/8/2023,6/8/2023,ABCD,97
826,9/4/2023,9/4/2023,5432,430
827,10/27/2023,10/27/2023,ZXCV,5
828,12/16/2023,12/16/2023,QWER,199
829,8/7/2023,8/7/2023,1234,335
830,6/26/2023,6/26/2023,ASDF,472
831,5/30/2023,5/30/2023,LKJH,590
832,7/11/2023,7/11/2023,WXYZ,592
833,11/14/2023,11/14/2023,QWER,287
834,4/10/2023,4/10/2023,5678,922
835,11/3/2023,11/3/2023,5678,776
836,6/10/2023,6/10/2023,QWER,976
837,4/5/2023,4/5/2023,0987,330
838,8/19/2023,8/19/2023,QWERTY,804
839,6/3/2023,6/3/2023,1234,245
840,2/1/2023,2/1/2023,QWERTY,383
841,12/9/2023,12/9/2023,ASDF,193
842,1/8/2023,1/8/2023,LKJH,713
843,7/3/2023,7/3/2023,0987,707
844,10/14/2023,10/14/2023,9876,823
845,10/15/2023,10/15/2023,ASDF,620
846,12/9/2023,12/9/2023,9876,156
847,3/3/2023,3/3/2023,5432,386
848,8/21/2023,8/21/2023,QWERTY,87
849,5/23/2023,5/23/2023,POIU,762
850,3/30/2023,3/30/2023,1234,138
851,2/2/2023,2/2/2023,5678,48
852,12/2/2023,12/2/2023,ABCD,180
853,8/31/2023,8/31/2023,ABCD,584
854,1/27/2023,1/27/2023,POIU,752
855,8/18/2023,8/18/2023,0987,821
856,5/9/2023,5/9/2023,5432,161
857,8/14/2023,8/14/2023,ABCD,698
858,6/29/2023,6/29/2023,5678,361
859,7/26/2023,7/26/2023,ZXCV,608
860,3/23/2023,3/23/2023,0987,363
861,4/12/2023,4/12/2023,5432,614
862,11/4/2023,11/4/2023,0987,402
863,8/13/2023,8/13/2023,5678,25
864,10/4/2023,10/4/2023,WXYZ,543
865,5/13/2023,5/13/2023,LKJH,392
866,3/24/2023,3/24/2023,POIU,226
867,11/29/2023,11/29/2023,ASDF,881
868,10/11/2023,10/11/2023,POIU,47
869,8/15/2023,8/15/2023,9876,781
870,9/26/2023,9/26/2023,0987,340
871,5/24/2023,5/24/2023,5678,86
872,1/3/2023,1/3/2023,5678,907
873,6/30/2023,6/30/2023,5678,526
874,6/26/2023,6/26/2023,ZXCV,775
875,6/13/2023,6/13/2023,5432,595
876,11/13/2023,11/13/2023,QWERTY,851
877,12/16/2023,12/16/2023,QWERTY,21
878,6/16/2023,6/16/2023,5678,411
879,6/3/2023,6/3/2023,LKJH,977
880,8/6/2023,8/6/2023,5678,188
881,4/7/2023,4/7/2023,WXYZ,825
882,3/8/2023,3/8/2023,UIOP,450
883,2/11/2023,2/11/2023,1234,612
884,7/28/2023,7/28/2023,WXYZ,244
885,3/8/2023,3/8/2023,ZXCV,549
886,8/17/2023,8/17/2023,UIOP,699
887,8/18/2023,8/18/2023,ASDF,335
888,4/30/2023,4/30/2023,0987,454
889,11/5/2023,11/5/2023,1234,605
890,2/28/2023,2/28/2023,0987,551
891,8/26/2023,8/26/2023,0987,249
892,1/23/2023,1/23/2023,POIU,666
893,7/1/2023,7/1/2023,5678,92
894,5/1/2023,5/1/2023,0987,316
895,8/5/2023,8/5/2023,ASDF,198
896,2/12/2023,2/12/2023,UIOP,778
897,4/16/2023,4/16/2023,0987,712
898,4/18/2023,4/18/2023,9876,867
899,4/24/2023,4/24/2023,LKJH,618
900,10/2/2023,10/2/2023,0987,170
901,11/17/2023,11/17/2023,POIU,284
902,6/5/2023,6/5/2023,UIOP,79
903,11/11/2023,11/11/2023,1234,733
904,12/12/2023,12/12/2023,QWERTY,690
905,5/20/2023,5/20/2023,ABCD,594
906,3/13/2023,3/13/2023,5678,595
907,1/29/2023,1/29/2023,0987,729
908,2/22/2023,2/22/2023,WXYZ,292
909,9/16/2023,9/16/2023,5432,640
910,8/18/2023,8/18/2023,0987,686
911,7/5/2023,7/5/2023,9876,668
912,7/17/2023,7/17/2023,POIU,862
913,2/5/2023,2/5/2023,UIOP,12
914,7/23/2023,7/23/2023,UIOP,823
915,7/18/2023,7/18/2023,LKJH,670
916,11/20/2023,11/20/2023,ABCD,223
917,10/10/2023,10/10/2023,POIU,553
918,4/24/2023,4/24/2023,ASDF,438
919,4/11/2023,4/11/2023,UIOP,796
920,12/18/2023,12/18/2023,WXYZ,913
921,7/5/2023,7/5/2023,9876,389
922,12/2/2023,12/2/2023,1234,474
923,8/29/2023,8/29/2023,WXYZ,507
924,3/12/2023,3/12/2023,QWER,858
925,2/3/2023,2/3/2023,5432,494
926,3/8/2023,3/8/2023,5678,909
927,4/30/2023,4/30/2023,1234,482
928,1/14/2023,1/14/2023,QWER,18
929,3/13/2023,3/13/2023,POIU,851
930,12/18/2023,12/18/2023,UIOP,565
931,7/20/2023,7/20/2023,1234,662
932,1/31/2023,1/31/2023,ABCD,355
933,1/13/2023,1/13/2023,5678,421
934,9/15/2023,9/15/2023,1234,811
935,6/11/2023,6/11/2023,WXYZ,337
936,11/29/2023,11/29/2023,LKJH,447
937,3/27/2023,3/27/2023,0987,523
938,5/13/2023,5/13/2023,QWER,839
939,9/6/2023,9/6/2023,5678,399
940,12/2/2023,12/2/2023,MNBV,585
941,3/24/2023,3/24/2023,QWERTY,736
942,8/6/2023,8/6/2023,1234,386
943,2/17/2023,2/17/2023,5432,474
944,2/19/2023,2/19/2023,ZXCV,458
945,10/26/2023,10/26/2023,UIOP,41
946,11/9/2023,11/9/2023,5432,255
947,6/24/2023,6/24/2023,ABCD,193
948,3/29/2023,3/29/2023,ZXCV,19
949,10/2/2023,10/2/2023,ZXCV,472
950,5/12/2023,5/12/2023,1234,124
951,12/25/2023,12/25/2023,0987,48
952,2/24/2023,2/24/2023,1234,869
953,12/7/2023,12/7/2023,POIU,354
954,1/26/2023,1/26/2023,ASDF,230
955,6/21/2023,6/21/2023,MNBV,709
956,9/15/2023,9/15/2023,ASDF,477
957,11/29/2023,11/29/2023,UIOP,600
958,2/20/2023,2/20/2023,ASDF,252
959,2/8/2023,2/8/2023,WXYZ,804
960,9/28/2023,9/28/2023,ASDF,382
961,9/29/2023,9/29/2023,ABCD,831
962,3/21/2023,3/21/2023,MNBV,403
963,3/9/2023,3/9/2023,1234,632
964,11/20/2023,11/20/2023,5678,852
965,5/5/2023,5/5/2023,ABCD,205
966,5/9/2023,5/9/2023,QWER,180
967,12/6/2023,12/6/2023,QWER,597
968,2/18/2023,2/18/2023,QWER,727
969,8/26/2023,8/26/2023,9876,90
970,6/13/2023,6/13/2023,ASDF,211
971,4/8/2023,4/8/2023,0987,136
972,12/9/2023,12/9/2023,LKJH,566
973,3/7/2023,3/7/2023,5678,111
974,8/3/2023,8/3/2023,0987,345
975,12/30/2023,12/30/2023,1234,546
976,7/26/2023,7/26/2023,1234,992
977,4/9/2023,4/9/2023,5432,175
978,9/14/2023,9/14/2023,QWERTY,771
979,11/11/2023,11/11/2023,QWER,446
980,4/19/2023,4/19/2023,9876,556
981,6/21/2023,6/21/2023,0987,210
982,6/30/2023,6/30/2023,ASDF,212
983,7/14/2023,7/14/2023,1234,169
984,5/12/2023,5/12/2023,ABCD,386
985,9/12/2023,9/12/2023,0987,107
986,5/19/2023,5/19/2023,QWER,849
987,9/1/2023,9/1/2023,1234,247
988,2/4/2023,2/4/2023,ASDF,417
989,11/6/2023,11/6/2023,5432,791
990,2/20/2023,2/20/2023,5678,730
991,7/15/2023,7/15/2023,9876,664
992,2/27/2023,2/27/2023,0987,551
993,10/27/2023,10/27/2023,MNBV,518
994,1/12/2023,1/12/2023,ZXCV,55
995,1/5/2023,1/5/2023,MNBV,651
996,9/19/2023,9/19/2023,POIU,627
997,9/16/2023,9/16/2023,POIU,214
998,9/16/2023,9/16/2023,QWERTY,693
999,6/6/2023,6/6/2023,WXYZ,971
1000,6/7/2023,6/7/2023,MNBV,973
